Any,zona,dat,via,pk,nomMun,nomCom,nomDem,F_MORTS,F_FERITS_GREUS,F_FERITS_LLEUS,F_VICTIMES,F_UNITATS_IMPLICADES,F_VIANANTS_IMPLICADES,F_BICICLETES_IMPLICADES,F_CICLOMOTORS_IMPLICADES,F_MOTOCICLETES_IMPLICADES,F_VEH_LLEUGERS_IMPLICADES,F_VEH_PESANTS_IMPLICADES,F_ALTRES_UNIT_IMPLICADES,F_UNIT_DESC_IMPLICADES,C_VELOCITAT_VIA,D_ACC_AMB_FUGA,D_BOIRA,D_CARACT_ENTORN,D_CARRIL_ESPECIAL,D_CIRCULACIO_MESURES_ESP,D_CLIMATOLOGIA,D_FUNC_ESP_VIA,D_GRAVETAT,D_INFLUIT_BOIRA,D_INFLUIT_CARACT_ENTORN,D_INFLUIT_CIRCULACIO,D_INFLUIT_ESTAT_CLIMA,D_INFLUIT_INTEN_VENT,D_INFLUIT_LLUMINOSITAT,D_INFLUIT_MESU_ESP,D_INFLUIT_OBJ_CALCADA,D_INFLUIT_SOLCS_RASES,D_INFLUIT_VISIBILITAT,D_INTER_SECCIO,D_LIMIT_VELOCITAT,D_LLUMINOSITAT,D_REGULACIO_PRIORITAT,D_SENTITS_VIA,D_SUBTIPUS_ACCIDENT,D_SUBTIPUS_TRAM,D_SUBZONA,D_SUPERFICIE,D_TIPUS_VIA,D_TITULARITAT_VIA,D_TRACAT_ALTIMETRIC,D_VENT,grupDiaLab,hor,grupHor,tipAcc,tipDia
2010,Zona urbana,13/04/2010,SE,999999,Tarragona,Tarragonès,Tarragona,0,1,0,1,1,1,0,0,0,0,0,0,0,100,Si,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Atropellament,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,12.5,Matí,Atropellament,dill-dij
2010,Zona urbana,23/09/2010,SE,999999,Tarragona,Tarragonès,Tarragona,0,1,1,2,2,0,0,0,1,1,0,0,0,NA,Sense Especificar,No n'hi ha,Desmunt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,Sense especificar,No,No,No,Sense especificar,No,No,No,No,Sense especificar,En secció,Genérica via,"De nit, il·luminació artificial suficient",NA,Doble sentit,Fregament o col·lisió lateral,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,Sense especificar,"Calma, vent molt suau",Feiners,3.15,Nit,Col.lisió de vehicles en marxa,dill-dij
2010,Zona urbana,08/02/2010,SE,999999,Tarragona,Tarragonès,Tarragona,0,1,0,1,2,1,0,0,0,1,0,0,0,100,No,No n'hi ha,Mixt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia fosc",NA,Un sol sentit,Atropellament,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,10.25,Matí,Atropellament,dill-dij
2010,Carretera,15/07/2010,N-340a,204,Tarragona,Tarragonès,Tarragona,0,1,0,1,2,1,0,0,0,1,0,0,0,50,No,No n'hi ha,A nivell,Habilitació voral/carril addicional,No n'hi ha,Bon temps,Variant,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De dia, dia clar",NA,Un sol sentit,Atropellament,NA,Carretera,Sec i net,Carretera convencional,Altres,Pla,"Calma, vent molt suau",Feiners,18.49,Tarda,Atropellament,dill-dij
2010,Zona urbana,26/06/2010,SE,999999,Tarragona,Tarragonès,Tarragona,0,1,0,1,2,0,0,0,1,1,0,0,0,100,No,No n'hi ha,A nivell,Altres,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Un sol sentit,Fregament o col·lisió lateral,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",CapDeSetmana,12.1,Matí,Col.lisió de vehicles en marxa,dis
2010,Zona urbana,22/05/2010,SE,999999,Tarragona,Tarragonès,Tarragona,0,1,0,1,2,1,0,0,0,1,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Un sol sentit,Atropellament,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",CapDeSetmana,12.1,Matí,Atropellament,dis
2010,Carretera,20/05/2010,A-7,"1161,3",Tarragona,Tarragonès,Tarragona,0,1,0,1,2,0,0,0,1,0,1,0,0,100,No,No n'hi ha,Mixt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De dia, dia clar",NA,Doble sentit,Encalç,NA,Carretera,Sec i net,Carretera convencional,Estatal,Pla,"Calma, vent molt suau",Feiners,10.59,Matí,Col.lisió de vehicles en marxa,dill-dij
2010,Zona urbana,20/02/2010,SE,999999,Tarragona,Tarragonès,Tarragona,0,2,1,3,1,0,0,0,0,1,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Arribant o eixint intersecció fins 50m,Genérica via,"De nit, il·luminació artificial suficient",Semàfor,Un sol sentit,Xoc contra objecte/obstacle sense sortida prèvia de via,Giratòria,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",CapDeSetmana,22.31,Nit,Col.lisió d'un vehicle contra un obstacle de la calcada,dis
2010,Carretera,29/10/2010,SE,999999,Tarragona,Tarragonès,Tarragona,0,1,0,1,2,0,0,0,1,1,0,0,0,100,No,No n'hi ha,Mixt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De nit, il·luminació artificial suficient",NA,Doble sentit,Encalç,NA,Carretera,Sec i net,Altres,Municipal,Rampa o pendent,"Calma, vent molt suau",CapDeSetmana,21.3,Tarda,Col.lisió de vehicles en marxa,div
2010,Carretera,12/11/2010,SE,999999,Tarragona,Tarragonès,Tarragona,0,1,0,1,2,0,0,1,0,1,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Genérica via,"De dia, dia clar",NA,Doble sentit,Col·lisió frontal,Intersecció en T o Y,Carretera,Sec i net,Altres,Municipal,Pla,"Calma, vent molt suau",Feiners,10.5,Matí,Col.lisió de vehicles en marxa,div
2010,Zona urbana,06/05/2010,SE,999999,Tarragona,Tarragonès,Tarragona,0,1,0,1,2,1,0,0,0,1,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,Si,No,No,No,No,En secció,Genérica via,"De nit, il·luminació artificial insuficient",NA,Un sol sentit,Atropellament,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,21.19,Tarda,Atropellament,dill-dij
2010,Zona urbana,23/04/2010,SE,999999,Tarragona,Tarragonès,Tarragona,0,1,0,1,1,0,0,0,1,0,0,0,0,NA,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,Sense especificar,No,No,No,Sense especificar,No,No,No,No,Sense especificar,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Sortida de via amb bolcada,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,Sense especificar,"Calma, vent molt suau",CapDeSetmana,16,Tarda,Sortida de la calcada sense especificar,div
2010,Zona urbana,28/02/2010,SE,999999,Tarragona,Tarragonès,Tarragona,0,1,0,1,2,1,0,0,1,0,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Arribant o eixint intersecció fins 50m,Genérica via,"De dia, dia clar",NA,Un sol sentit,Caiguda en la via,Encreuament o intersecció en X o +,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",CapDeSetmana,14,Tarda,Bolcada a la calcada,dg
2010,Carretera,10/11/2010,SE,999999,Tarragona,Tarragonès,Tarragona,0,1,0,1,2,0,0,1,0,1,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Genérica via,"De nit, il·luminació artificial suficient",Sols norma prioritat de pas,Un sol sentit,Fregament o col·lisió lateral,Giratòria,Carretera,Sec i net,Altres,Estatal,Pla,"Calma, vent molt suau",Feiners,19.15,Tarda,Col.lisió de vehicles en marxa,dill-dij
2010,Zona urbana,20/08/2010,SE,999999,Tarragona,Tarragonès,Tarragona,0,1,0,1,2,1,0,0,0,1,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Arribant o eixint intersecció fins 50m,Genérica via,"De dia, dia clar",Senyal Stop o cedeix pas,Un sol sentit,Atropellament,Giratòria,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,8,Matí,Atropellament,div
2010,Carretera,15/08/2010,N-240,"2,4",Tarragona,Tarragonès,Tarragona,0,1,0,1,1,0,0,1,0,0,0,0,0,100,No,No n'hi ha,Desmunt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Genérica via,"De nit, il·luminació artificial suficient",Sols marques viàries (inclou pas vianants),Doble sentit,Resta sortides de via,Enllaç d'entrada o eixida,Carretera,Sec i net,Carretera convencional,Estatal,Rampa o pendent,"Calma, vent molt suau",CapDeSetmana,21.2,Tarda,Sortida de la calcada sense especificar,dg
2010,Carretera,07/05/2010,N-340,"1171,5",Tarragona,Tarragonès,Tarragona,0,1,0,1,2,0,0,0,0,1,1,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Col·lisió frontal,NA,Carretera,Sec i net,Carretera convencional,Estatal,Rampa o pendent,"Calma, vent molt suau",Feiners,13.3,Matí,Col.lisió de vehicles en marxa,div
2010,Zona urbana,18/08/2010,SE,999999,Tarragona,Tarragonès,Tarragona,0,1,0,1,2,0,0,0,1,1,0,0,0,NA,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,Sense especificar,No,No,No,Sense especificar,No,No,No,No,Sense especificar,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Encalç,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,Sense especificar,"Calma, vent molt suau",Feiners,18.36,Tarda,Col.lisió de vehicles en marxa,dill-dij
2010,Zona urbana,02/02/2010,SE,999999,Tarragona,Tarragonès,Tarragona,0,1,0,1,2,0,0,0,1,1,0,0,0,NA,Sense Especificar,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,Sense especificar,No,No,No,Sense especificar,No,No,No,No,No,Dintre intersecció,Genérica via,"De nit, il·luminació artificial suficient",Senyal Stop o cedeix pas,Un sol sentit,Fregament o col·lisió lateral,Encreuament o intersecció en X o +,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,Sense especificar,"Calma, vent molt suau",Feiners,22.13,Nit,Col.lisió de vehicles en marxa,dill-dij
2010,Zona urbana,27/08/2010,SE,999999,Tarragona,Tarragonès,Tarragona,0,1,1,2,2,0,0,0,1,1,0,0,0,NA,Sense Especificar,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,Sense especificar,No,No,No,Sense especificar,No,No,No,No,Sense especificar,Dintre intersecció,Genérica via,"De dia, dia clar",Senyal Stop o cedeix pas,Un sol sentit,Envestida (frontal lateral),Enllaç d'entrada o eixida,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,Sense especificar,"Calma, vent molt suau",Feiners,13.2,Matí,Col.lisió de vehicles en marxa,div
2010,Zona urbana,19/10/2010,SE,999999,Tarragona,Tarragonès,Tarragona,0,2,0,2,3,2,0,0,0,1,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,Si,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Atropellament,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,18.01,Tarda,Atropellament,dill-dij
2010,Carretera,09/10/2010,N-340,"1169,5",Tarragona,Tarragonès,Tarragona,0,1,0,1,1,0,0,0,0,1,0,0,0,NA,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,Sense especificar,No,No,No,Sense especificar,No,No,No,No,Sense especificar,En secció,Genérica via,"De nit, il·luminació artificial insuficient",NA,Doble sentit,Resta sortides de via,NA,Carretera,Sec i net,Autovia,Estatal,Pla,"Calma, vent molt suau",CapDeSetmana,22,Nit,Sortida de la calcada sense especificar,dis
2010,Zona urbana,16/06/2010,SE,999999,Tarragona,Tarragonès,Tarragona,0,1,0,1,2,1,0,0,0,1,0,0,0,NA,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,Sense especificar,No,No,No,Sense especificar,No,No,No,No,Sense especificar,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Atropellament,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,Sense especificar,"Calma, vent molt suau",Feiners,12,Matí,Atropellament,dill-dij
2010,Zona urbana,10/12/2010,SE,999999,Tarragona,Tarragonès,Tarragona,0,2,0,2,3,2,0,0,0,1,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Genérica via,"De dia, dia clar",Semàfor,Doble sentit,Atropellament,Encreuament o intersecció en X o +,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",CapDeSetmana,15.3,Tarda,Atropellament,div
2010,Zona urbana,17/12/2010,SE,999999,Tarragona,Tarragonès,Tarragona,0,1,0,1,2,0,0,0,0,2,0,0,0,60,Sense Especificar,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,Sense especificar,No,No,No,Sense especificar,No,No,No,No,Sense especificar,Dintre intersecció,Senyal velocitat,Alba o capvespre,Senyal Stop o cedeix pas,Doble sentit,Envestida (frontal lateral),Encreuament o intersecció en X o +,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),Municipal,Rampa o pendent,"Calma, vent molt suau",Feiners,8.04,Matí,Col.lisió de vehicles en marxa,div
2011,Zona urbana,13/10/2011,SE,999999,Tarragona,Tarragonès,Tarragona,0,1,0,1,2,1,0,0,1,0,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Arribant o eixint intersecció fins 50m,Genérica via,"De dia, dia clar",Senyal Stop o cedeix pas,Doble sentit,Atropellament,Giratòria,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,9.1,Matí,Atropellament,dill-dij
2011,Zona urbana,10/04/2011,SE,999999,Tarragona,Tarragonès,Tarragona,0,1,0,1,2,1,0,0,0,1,0,0,0,NA,Sense Especificar,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,Sense especificar,No,No,No,Sense especificar,No,No,No,No,Sense especificar,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Atropellament,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,Sense especificar,"Calma, vent molt suau",CapDeSetmana,12.55,Matí,Atropellament,dg
2011,Carretera,06/10/2011,N-340,1171,Tarragona,Tarragonès,Tarragona,0,1,0,1,2,0,1,0,0,1,0,0,0,40,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Senyal velocitat,"De dia, dia clar",Senyal Stop o cedeix pas,Un sol sentit,Encalç,Giratòria,Carretera,Sec i net,Carretera convencional,Estatal,Pla,"Calma, vent molt suau",Feiners,18.18,Tarda,Col.lisió de vehicles en marxa,dill-dij
2011,Carretera,18/06/2011,N-340,1167,Tarragona,Tarragonès,Tarragona,0,1,0,1,1,0,0,0,1,0,0,0,0,70,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Senyal velocitat,"De dia, dia clar",Senyal Stop o cedeix pas,Doble sentit,Caiguda en la via,Intersecció en T o Y,Carretera,Sec i net,Carretera convencional,Estatal,Pla,"Calma, vent molt suau",CapDeSetmana,12.2,Matí,Bolcada a la calcada,dis
2011,Carretera,28/07/2011,N-340,"1166,7",Tarragona,Tarragonès,Tarragona,0,1,0,1,3,2,0,0,0,1,0,0,0,70,No,No n'hi ha,Mixt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Senyal velocitat,"De dia, dia clar",Senyal Stop o cedeix pas,Doble sentit,Atropellament,Intersecció en T o Y,Carretera,Sec i net,Carretera convencional,Estatal,Pla,"Calma, vent molt suau",Feiners,12.4,Matí,Atropellament,dill-dij
2011,Zona urbana,18/02/2011,SE,999999,Tarragona,Tarragonès,Tarragona,0,2,0,2,3,2,0,0,0,1,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,Si,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Atropellament,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,10.06,Matí,Atropellament,div
2011,Zona urbana,04/08/2011,SE,999999,Tarragona,Tarragonès,Tarragona,0,1,0,1,2,1,0,0,0,1,0,0,0,NA,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,Sense especificar,No,No,No,Sense especificar,No,No,No,No,Sense especificar,En secció,Genérica via,"De dia, dia clar",NA,Un sol sentit,Atropellament,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,Sense especificar,"Calma, vent molt suau",Feiners,11.25,Matí,Atropellament,dill-dij
2011,Zona urbana,03/02/2011,SE,999999,Tarragona,Tarragonès,Tarragona,0,1,0,1,2,0,0,0,1,1,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Travessera,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Fregament o col·lisió lateral,NA,Travessera,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,18.52,Tarda,Col.lisió de vehicles en marxa,dill-dij
2011,Zona urbana,12/05/2011,SE,999999,Tarragona,Tarragonès,Tarragona,0,1,0,1,2,0,0,0,1,1,0,0,0,NA,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Travessera,Accident greu,Sense especificar,No,No,No,Sense especificar,No,No,No,No,Sense especificar,Dintre intersecció,Genérica via,"De dia, dia clar",Sols norma prioritat de pas,Un sol sentit,Fregament o col·lisió lateral,Giratòria,Travessera,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,Sense especificar,"Calma, vent molt suau",Feiners,9.3,Matí,Col.lisió de vehicles en marxa,dill-dij
2011,Zona urbana,21/01/2011,SE,999999,Tarragona,Tarragonès,Tarragona,0,1,2,3,5,0,0,0,1,4,0,0,0,50,No,No n'hi ha,A nivell,No n'hi ha,Obres,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De dia, dia clar",NA,Doble sentit,Encalç,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),Estatal,Rampa o pendent,"Calma, vent molt suau",Feiners,10.5,Matí,Col.lisió de vehicles en marxa,div
2011,Zona urbana,28/01/2011,SE,999999,Tarragona,Tarragonès,Tarragona,0,1,0,1,2,1,0,0,0,0,1,0,0,NA,Sense Especificar,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,Sense especificar,No,No,No,Sense especificar,No,No,No,No,Sense especificar,En secció,Genérica via,"De dia, dia clar",NA,Doble sentit,Atropellament,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,Sense especificar,"Calma, vent molt suau",Feiners,12.27,Matí,Atropellament,div
2011,Carretera,17/04/2011,N-340,"1171,8",Tarragona,Tarragonès,Tarragona,1,1,2,4,2,0,0,0,0,1,1,0,0,80,No,No n'hi ha,Desmunt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident mortal,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De dia, dia clar",NA,Doble sentit,Col·lisió frontal,NA,Carretera,Sec i net,Carretera convencional,Estatal,Pla,"Calma, vent molt suau",CapDeSetmana,19.5,Tarda,Col.lisió de vehicles en marxa,dg
2011,Zona urbana,02/08/2011,SE,999999,Tarragona,Tarragonès,Tarragona,1,0,0,1,2,0,0,0,1,1,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident mortal,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Genérica via,"De dia, dia clar",Sols norma prioritat de pas,Un sol sentit,Envestida (frontal lateral),Intersecció en T o Y,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,16.37,Tarda,Col.lisió de vehicles en marxa,dill-dij
2011,Zona urbana,23/12/2011,SE,999999,Tarragona,Tarragonès,Tarragona,0,1,0,1,2,1,0,0,0,1,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Arribant o eixint intersecció fins 50m,Genérica via,"De nit, il·luminació artificial suficient",Sols marques viàries (inclou pas vianants),Un sol sentit,Atropellament,Encreuament o intersecció en X o +,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",CapDeSetmana,18.3,Tarda,Atropellament,div
2011,Carretera,17/08/2011,A-7,"1167,5",Tarragona,Tarragonès,Tarragona,1,0,0,1,2,0,0,0,0,1,1,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident mortal,No,No,No,No,No,No,No,No,No,Si,En secció,Senyal velocitat,"De nit, il·luminació artificial insuficient",NA,Doble sentit,Xoc contra objecte/obstacle sense sortida prèvia de via,NA,Carretera,Sec i net,Carretera convencional,Estatal,Rampa o pendent,"Calma, vent molt suau",Feiners,5.35,Nit,Col.lisió d'un vehicle contra un obstacle de la calcada,dill-dij
2011,Zona urbana,21/09/2011,SE,999999,Tarragona,Tarragonès,Tarragona,0,2,0,2,3,2,0,0,0,1,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Arribant o eixint intersecció fins 50m,Genérica via,"De dia, dia clar",Sols norma prioritat de pas,Doble sentit,Atropellament,Giratòria,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,16,Tarda,Atropellament,dill-dij
2011,Zona urbana,17/02/2011,SE,999999,Tarragona,Tarragonès,Tarragona,0,1,0,1,2,0,0,0,1,1,0,0,0,NA,Sense Especificar,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Pluja dèbil,Sense funció especial,Accident greu,Sense especificar,No,No,No,Sense especificar,No,No,No,No,No,Dintre intersecció,Genérica via,"De dia, dia fosc",Semàfor,Doble sentit,Envestida (frontal lateral),Encreuament o intersecció en X o +,Zona urbana,Mullat,Via urbana( inclou carrer i carrer residencial),NA,Sense especificar,"Calma, vent molt suau",Feiners,8.45,Matí,Col.lisió de vehicles en marxa,dill-dij
2011,Zona urbana,29/08/2011,SE,999999,Tarragona,Tarragonès,Tarragona,0,1,0,1,2,0,1,0,0,0,1,0,0,20,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Senyal velocitat,"De dia, dia clar",Persona autoritzada,Doble sentit,Envestida (frontal lateral),Encreuament o intersecció en X o +,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),Municipal,Pla,"Calma, vent molt suau",Feiners,12.45,Matí,Col.lisió de vehicles en marxa,dill-dij
2012,Zona urbana,24/10/2012,SE,999999,Tarragona,Tarragonès,Tarragona,0,1,0,1,2,1,0,0,0,1,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De nit, il·luminació artificial insuficient",NA,Doble sentit,Atropellament,NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,7.42,Matí,Atropellament,dill-dij
2012,Carretera,03/08/2012,N-340,1157,Tarragona,Tarragonès,Tarragona,0,1,1,2,2,1,0,0,1,0,0,0,0,50,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Arribant o eixint intersecció fins 50m,Senyal velocitat,"De dia, dia clar",Semàfor,Doble sentit,Atropellament,Enllaç d'entrada o eixida,Carretera,Sec i net,Altres,Municipal,Pla,"Calma, vent molt suau",CapDeSetmana,16.11,Tarda,Atropellament,div
2012,Zona urbana,05/01/2012,SE,999999,Tarragona,Tarragonès,Tarragona,0,1,1,2,2,0,0,1,0,1,0,0,0,100,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De nit, il·luminació artificial suficient",NA,Doble sentit,Envestida (frontal lateral),NA,Zona urbana,Sec i net,Via urbana( inclou carrer i carrer residencial),NA,NA,"Calma, vent molt suau",Feiners,22.12,Nit,Col.lisió de vehicles en marxa,dill-dij
